mention,tag,pt code,fold id
усталость,ADR,10016256,3
не желание ничего делать,ADR,10021703,3
покрылся сыпью,ADR,10037844,3
разыгрался понос,ADR,10012735,3
резались зубы,Indication,10043183,3
температура 39,Indication,10037660,3
Температура,Indication,10005911,3
покрылся жуткой сыпью,ADR,10037844,3
лицо шея спина попа красная,ADR,10016825,3
температура,Indication,10005911,3
кашель,Indication,10011224,3
понос,ADR,10012735,3
покрылся сыпью,ADR,10037844,3
разыгрался понос,ADR,10012735,3
пошло давление до 200/95,ADR,10005750,3
Болят от него суставы,ADR,10003239,4
Суставы болят просто ужасно,ADR,10003239,4
колени- вообще не работают сами,ADR,10003239,4
переставляю ноги с помощью рук,ADR,10017581,4
очень сильно болят,ADR,10033371,4
Работаю еле- еле,ADR,10003549,4
очень вялая,ADR,10024642,4
двигаюсь с трудом и скипом,ADR,10028035,4
Болят от него суставы,ADR,10003239,4
температура,Indication,10005911,5
рвота,Indication,10047700,5
красное горло,Indication,10057009,5
температуру,Indication,10005911,5
температура,Indication,10005911,5
насморк,Indication,10039101,5
ломота,Indication,10033371,5
"температуре 39,2",Indication,10037660,2
температуру,Indication,10005911,2
"температура 37,5",Indication,10037660,2
для профилактики,Indication,10036898,2
в целях профилактики,Indication,10036898,3
заболит горло,Indication,10019211,3
тряслись,Indication,10044565,2
нервничали,Indication,10029216,2
трясучку,Indication,10044565,2
температуру,Indication,10005911,4
перенервничала,Indication,10016338,4
не могла уснуть,Indication,10062519,4
не могла проснуться,ADR,10041349,4
не могла открыть глаза,ADR,10015916,4
"хотелось спать так, как будто я не спала неделю",ADR,10041349,4
жутко заторможенная,ADR,10041349,4
высокая температура,Indication,10037660,2
сильный озноб,Indication,10008531,2
температура,Indication,10005911,2
головной болью,Indication,10019211,2
"температура - 48,5",Indication,10037660,2
температуру,Indication,10005911,5
алергической высыпки,ADR,10012434,5
температуру,Indication,10005911,5
температуру,Indication,10005911,4
похмелье,ADR,10019133,5
ломает,ADR,10048010,5
усталость,Indication,10016256,4
сонливость,Indication,10041349,4
раздражительной,Indication,10022998,4
нервной,Indication,10029216,4
плохо спала,Indication,10062519,4
срывалась на людей,Indication,10061284,4
срывы,Indication,10061284,4
тошноту,ADR,10028813,4
уплотнения на ножке,ADR,10065117,2
профилактики простуды,Indication,10036898,4
проблемы со стулом,Indication,10022437,3
сыпь на теле,Indication,10037844,3
колики кишечные,Indication,10017999,3
для профилактики,Indication,10036898,3
идиопатического шума в ушах,Indication,10043882,3
головокружения,Indication,10013573,3
головных болях,Indication,10019211,3
падало давление,ADR,10021097,3
гипотония,ADR,10021097,3
головные боли,Indication,10019211,3
тревогу,Indication,10033670,5
заложен нос,Indication,10028735,3
слабость,Indication,10003549,3
для профилактики,Indication,10036898,3
изменения в сосудах головного мозга,Indication,10007947,1
головокружениях,Indication,10013573,1
шуме в ушах,Indication,10043882,1
потемнении в глазах,Indication,10047571,1
головокружение,Indication,10013573,1
шум в ушах,Indication,10043882,1
головокружения,Indication,10013573,1
иммунитет слабый,Indication,10021425,1
"температура 37,9",Indication,10037660,2
першение в горле,Indication,10080125,2
заложенность носа,Indication,10028735,2
слабость,Indication,10003549,2
токсикозу,Indication,10027975,5
выделения светлые,Indication,10056740,5
выделения,Indication,10056740,5
зуда,Indication,10037087,5
женния,Indication,10067641,5
выделения,Indication,10056740,5
выделения,Indication,10056740,5
выделений,Indication,10056740,5
сопельки,Indication,10039101,1
кашель,Indication,10011224,1
Кашель,Indication,10011224,1
сопельки,Indication,10039101,1
побочное действие поднимается температура,ADR,10037660,5
38.5,Indication,10037660,5
кондиломы,Indication,10059313,5
кондиломы,Indication,10059313,5
кондиломы,Indication,10059313,5
насморк,Indication,10039101,1
Температура 38,Indication,10037660,4
насморк,Indication,10039101,4
головная боль,Indication,10019211,4
температура,Indication,10005911,4
насморк,Indication,10039101,4
заболит горло,Indication,10019211,2
болит горло,Indication,10019211,2
Боль в горле,Indication,10068319,2
проблемы со сном,Indication,10022437,3
температура,Indication,10005911,3
тревожный,Indication,10033670,3
соплях,Indication,10039101,2
температурой,Indication,10005911,2
ухудшилась концентрация внимания,ADR,10013496,1
трясло,ADR,10044565,1
трясти,ADR,10044565,1
трясло пока не приму лекарство,ADR,10044565,1
болеть горло,Indication,10019211,3
обильнее насморк,Indication,10039101,3
насморк,Indication,10039101,3
сонливость,ADR,10041349,4
болях в голове,Indication,10019211,4
чихать,Indication,10041232,1
температуру,Indication,10005911,1
как профилактика,Indication,10036898,1
психозы,Indication,10061920,3
для профилактики,Indication,10036898,1
температура,Indication,10005911,1
насморок,Indication,10039101,1
для профилактики,Indication,10036898,1
головные боли,Indication,10019211,5
головные боли,Indication,10019211,5
тревожных расстройствах,Indication,10057666,5
повышенной утомляемости,Indication,10025482,5
головные боли,Indication,10019211,5
проблемы с засыпанием,Indication,10022437,5
частое пробуждение во время сна,Indication,10061827,5
подавленное состояние,ADR,10040007,5
раздражительность,ADR,10001497,5
Утром стала с трудом просыпаться,ADR,10041349,5
ничего не могла делать,ADR,10003549,5
депрессии,ADR,10012378,5
чувство какое-то заторможенное,ADR,10041349,3
постоянно хотелось спать,ADR,10041349,3
реакция снижается,ADR,10041349,3
Очень сильно повышает АД,ADR,10005750,4
частое сердцебиение,ADR,10033557,4
Задержка мочи,ADR,10046555,4
боли в животе,ADR,10000081,4
колит,ADR,10009887,4
спутанность сознания,ADR,10010305,4
сильная головная боль,ADR,10019211,4
кашля,Indication,10011224,2
неприятных ощущений в горле,Indication,10068319,2
боль в горле,Indication,10068319,2
зависимость,ADR,10012335,4
очень сильная сонливость,ADR,10041349,4
постоянно хочется спать,ADR,10041349,4
подсесть,ADR,10012335,4
сходил с ума,ADR,10027374,4
галлюцинации,ADR,10019063,4
чтобы успокоиться,Indication,10029216,4
чтоб успакоиться,Indication,10029216,4
болеть горло,Indication,10019211,3
простудно-инфекционное недомогание,Indication,10028810,3
температура,Indication,10005911,3
головная боль,Indication,10019211,3
насморк,Indication,10039101,3
першение в горле,Indication,10080125,3
высыпаний,Indication,10037844,1
зуд,Indication,10037087,1
пузырьков,Indication,10005191,1
высыпаний,Indication,10037844,1
сонливости,Indication,10041349,1
апатии,Indication,10002942,1
вялости,Indication,10024642,1
стрессы,Indication,10042209,1
зуд по всему телу,ADR,10037087,5
кожа вся покраснела,ADR,10015150,5
Зуд,ADR,10037087,5
сильную сонливость,ADR,10041349,5
тревога,Indication,10033670,5
плаксивость,Indication,10011469,5
раздражительность,Indication,10022998,5
приступов паники,Indication,10033666,5
профилактических,Indication,10036898,5
шелушашие пятно,ADR,10040844,4
нервничаю,Indication,10029216,1
срываюсь на всех,Indication,10061284,1
Раздражают все и вся,Indication,10022998,1
головокружения,ADR,10013573,1
слабость,ADR,10003549,1
пропал аппетит,ADR,10061428,1
пропало желание спать,ADR,10040984,1
Появились круги под глазами,ADR,10064729,1
"Поднялась температура,а",ADR,10037660,1
тошнота,ADR,10028813,1
рвота,ADR,10047700,1
"поднялась температура 38,5",ADR,10037660,1
тошнота,ADR,10028813,1
рвота,ADR,10047700,1
"Поднялась температура,а",ADR,10037660,1
тошнота,ADR,10028813,1
рвота,ADR,10047700,1
сопельки,Indication,10039101,4
горло стало красным,Indication,10057009,4
насморк,Indication,10039101,3
насморк,Indication,10039101,3
сопельки,Indication,10039101,5
соплей,Indication,10039101,5
насморке,Indication,10039101,5
профилактики,Indication,10036898,5
насморке,Indication,10039101,2
насморк,Indication,10039101,2
профилактическое,Indication,10036898,2
стресса,Indication,10042209,5
напряжения,Indication,10043268,5
внимание было рассеянным,ADR,10013496,5
не могла сконцентрироваться,ADR,10013496,5
язык заплетался,ADR,10074869,5
стало бросать в жар,ADR,10016334,3
сильная слабость,ADR,10003549,3
тахикардия,ADR,10043071,3
неясность сознания,ADR,10010305,3
притупленность,ADR,10039897,3
безразличие,ADR,10021703,3
для профилактики,Indication,10036898,3
Давление внутриголовное и общее повышает,ADR,10022773,2
температуре,Indication,10005911,1
головной боли,Indication,10019211,1
привыкание,ADR,10052804,3
дышать совсем стало тяжело,Indication,10013968,3
насморке,Indication,10039101,3
тело покрылось ужасной крапивницей,ADR,10046735,2
Зуд,Indication,10037087,2
Зуд по всему телу,ADR,10037087,2
отек лица,ADR,10016029,2
отек лица,Indication,10016029,2
аллергии,ADR,10020751,2
для профилактики,Indication,10036898,2
температурой под 40,Indication,10037660,2
температуры,Indication,10005911,2
привыкание,ADR,10052804,2
привыкание,ADR,10052804,2
привыкание,ADR,10052804,2
профилактики,Indication,10036898,4
тревожных состояний,Indication,10002855,4
гробит печень,ADR,10024670,4
для профилактики,Indication,10036898,1
для профилактики,Indication,10036898,1
для профилактики,Indication,10036898,1
нервничала,Indication,10029216,3
сопли,Indication,10039101,3
Насморк,Indication,10039101,1
насморку,Indication,10039101,1
заложенности,Indication,10028735,1
заложенности носа,Indication,10028735,1
для профилактики,Indication,10036898,2
для профилактики,Indication,10036898,2
для профилактики,Indication,10036898,2
чихании,Indication,10041232,2
насморке,Indication,10039101,2
очень хочется спать,ADR,10041349,3
заложенности носа,Indication,10028735,3
кучу недомоганий в организме,ADR,10025482,4
Головокружение,ADR,10013573,4
тошнота,ADR,10028813,4
головные боли,ADR,10019211,4
тело было вялым,ADR,10024642,4
спать то хотелось то нет,ADR,10040984,4
состояние ёжика в тумане,ADR,10012373,4
Профилактика,Indication,10036898,4
температуры,Indication,10005911,4
ломоть в костях,Indication,10006002,4
сонное состояние,Indication,10025482,4
колики,ADR,10000081,2
срыгивания,ADR,10063338,2
температуры,Indication,10005911,5
насморк,Indication,10039101,5
дурное состояние,Indication,10016322,5
диарея,ADR,10012735,5
рвота,ADR,10047700,5
понос,ADR,10012735,5
герпес на губах,Indication,10067152,1
зуд,Indication,10037087,1
покраснение,Indication,10015150,1
профилактику,Indication,10036898,1
насморка,Indication,10039101,1
кашля,Indication,10011224,1
температура,Indication,10005911,1
температуры,Indication,10005911,1
температура,Indication,10005911,1
усталость,Indication,10016256,2
упадок сил,Indication,10003549,2
приступы раздраженности,Indication,10001497,2
ярости,Indication,10002368,2
не довольствия всем миром и индивидуальными лицами,Indication,10027940,2
Пузырей,Indication,10005191,4
желтых ран,Indication,10062639,4
воспаления,Indication,10061218,4
стрессы,Indication,10042209,1
"температура 38,0",Indication,10037660,4
профилактики,Indication,10036898,4
кашля,Indication,10011224,5
больного горла,Indication,10068319,5
понос,ADR,10012735,5
рвота,ADR,10047700,5
профилактики,Indication,10036898,5
насморком,Indication,10039101,5
сильно стучать сердце,ADR,10043071,4
болел живот,ADR,10000081,4
Температура,Indication,10005911,3
озноб,Indication,10008531,3
профилактики,Indication,10036898,3
заболело горло,Indication,10068319,3
слабость,Indication,10003549,3
температура поднялась,Indication,10005911,3
профилактики,Indication,10036898,5
чувство тревоги,Indication,10002855,5
сильно в сон клонит,ADR,10041349,5
кашлял,Indication,10011224,2
горло было красное,Indication,10057009,2
кашель,Indication,10011224,2
температура,Indication,10005911,3
температура,Indication,10005911,3
прихватило сердце,Indication,10054211,4
Плохо засыпаем,Indication,10040984,4
обсыпало гнойниками мелкими с головы до ног особенно лицо,ADR,10037632,2
сильно кружилась голова,Indication,10013573,4
ходила как во сне,Indication,10012373,4
голова просто взрывалось,ADR,10019211,4
недомогание,ADR,10025482,4
усиление головокружение,ADR,10013573,4
насморке,Indication,10039101,5
профилактику,Indication,10036898,5
кашель,Indication,10011224,2
температура,Indication,10005911,2
не хотела нормально шагать,Indication,10069118,2
шаг был на носочках,Indication,10068872,2
шагала на носочках,Indication,10068872,2
обильные выделения из носа,Indication,10039101,2
чихание,Indication,10041232,2
увеличение шейных лимфоузлов,Indication,10025197,2
Слизистая носа покрылась белым налётом с кровоточащими изъязвлениями,Indication,10065546,2
заложенности носа,Indication,10028735,2
"37,3",Indication,10005911,2
"поднялась температура до 38,00",ADR,10037660,2
ребенок впал в апатию,ADR,10002942,3
резкие эмоциональные выпады,ADR,10014551,3
стрессы,Indication,10042209,3
стрессовую ситуацию,Indication,10042209,3
изменилось поведение,ADR,10004207,3
был вялым сильно,ADR,10024642,3
вспышки агрессии,ADR,10001488,3
ребенок впал в апатию,ADR,10002942,3
резкие эмоциональные выпады,ADR,10014551,3
интоксикацией,Indication,10061355,2
электрошоком,Indication,10070976,2
кислородным голоданием,Indication,10021143,2
боли в горле,Indication,10068319,2
головную боль,Indication,10019211,2
головная боль,Indication,10019211,2
боль в горле,Indication,10068319,2
озноб,Indication,10008531,2
сыпь,ADR,10037844,3
диарея,ADR,10012735,3
как профилактическое,Indication,10036898,3
стресс,Indication,10042209,5
стрессового состояния,Indication,10042209,5
нервное напряжение,Indication,10043268,5
скачках давления,Indication,10005750,2
постоянное чуство голода,ADR,10020466,4
человек набирает вес,ADR,10047899,4
притупление памяти,ADR,10027175,4
стрессами,Indication,10042209,1
истерики,Indication,10010893,1
для успокоения,Indication,10029216,1
чтобы успокоиться,Indication,10029216,1
профилактическим,Indication,10036898,1
обструктивные бронхиты,ADR,10006451,4
периодически задыхается,ADR,10003497,4
аллергия почти на все группы аллергенов,ADR,10028164,4
аллергическую реакцию,ADR,10020751,3
аллергическую реакцию,ADR,10020751,3
аллергическую реакцию,ADR,10020751,3
простыли,Indication,10028810,1
насморка,Indication,10039101,3
пузырями вытекал из носа,Indication,10005191,3
боли,Indication,10033371,1
боли в горле,Indication,10068319,1
боли в горле,Indication,10068319,1
боли,Indication,10033371,1
боли,Indication,10033371,1
профилактики,Indication,10036898,5
алергию,ADR,10020751,1
красное горло,Indication,10057009,1
температура,Indication,10005911,1
лицо сына покрылось сыпью позже коркой,ADR,10037844,1
аллергию,ADR,10020751,1
аллергии,Indication,10020751,1
аллергии,Indication,10020751,1
аллергию,ADR,10020751,1
алергию,ADR,10020751,1
тело горит,ADR,10016334,1
во рту пересохло,ADR,10013781,1
язык к небу прилипает,ADR,10043951,1
вялость,ADR,10024642,1
Першило горло,Indication,10043521,3
Слабость,Indication,10003549,3
озноб,Indication,10008531,3
боль в области почек,ADR,10038490,3
Глаза изнутри выдавливало,ADR,10052143,3
кашель сорвал всё горло,ADR,10011224,3
лицо отекло,ADR,10016029,3
слабость ужасная,ADR,10003549,3
"тревожное, подавленное состояние",Indication,10002855,3
проблемы с засыпанием,Indication,10022437,3
чуткий сон,Indication,10062519,3
проблемы по неврологии,Indication,10029202,1
скапливалась жидкость,Indication,10020508,1
истерики,Indication,10010893,1
стресса,Indication,10042209,4
для успокоения,Indication,10029216,4
иммунитет ослабел,Indication,10021425,5
для профилактики,Indication,10036898,3
Нос с левой стороны внутри весь вспух и болел,Indication,10052437,1
Болело горло,Indication,10068319,4
Насморк,Indication,10039101,4
температура,Indication,10005911,4
насморк,Indication,10039101,1
высокой температурой,Indication,10037660,2
ознобом,Indication,10008531,2
ломотой в мышцах,Indication,10028411,2
профилактики,Indication,10036898,2
температура 38,Indication,10037660,4
стрессов,Indication,10042209,2
температуру,Indication,10005911,2
боль,Indication,10033371,2
насморка,Indication,10039101,2
гиперактивный,Indication,10037211,2
каша в голове,ADR,10010305,2
болях в сердце,Indication,10002383,5
волнении,Indication,10033670,5
сопельки,Indication,10039101,3
слизь,Indication,10039101,3
насморке,Indication,10039101,3
насморке,Indication,10039101,2
для профилактики,Indication,10036898,2
температура,Indication,10005911,5
заложенным носом,Indication,10028735,4
"тяжелой"" головой",Indication,10019211,4
ночью просыпаюсь,Indication,10062519,3
горечи во рту,ADR,10013911,4
для успокоения,Indication,10029216,2
Аллергия,ADR,10020751,1
выступила сыпь,ADR,10037844,1
Аллергия,ADR,10020751,1
"температура 37,5",Indication,10037660,3
насморк,Indication,10039101,3
першение в горле,Indication,10080125,3
слабость,Indication,10003549,3
температура,Indication,10005911,3
при профилактике,Indication,10036898,3
зуда,Indication,10037087,1
выделений,Indication,10056740,1
для профилактики,Indication,10036898,1
для профилактики,Indication,10036898,3
"Болят суставы, плечи, пальцы",ADR,10003239,3
Температура,Indication,10005911,3
в глазах песок,ADR,10047571,3
не высыпаюсь,ADR,10062519,3
общая слабость,ADR,10003549,3
температура 39,Indication,10037660,4
подташнивало,Indication,10028813,4
температуры,Indication,10005911,4
истерика,Indication,10010893,5
рвоты,Indication,10047700,5
истерики,Indication,10010893,5
истерика,Indication,10010893,5
головную боль,ADR,10019211,3
тяжелая как после похмелья голова,ADR,10019194,3
мигрень,ADR,10027599,3
хожу как варенная,ADR,10003549,3
головную боль,ADR,10019211,3
ужасные боли,Indication,10033371,5
сидеть не могла,Indication,10033371,5
температурой,Indication,10005911,2
насморком,Indication,10039101,2
температуры,Indication,10005911,2
"температурой 37,8",Indication,10037660,1
болями в горле,Indication,10068319,1
кашлем,Indication,10011224,1
сниженного иммунитета,Indication,10021425,5
насморк,Indication,10039101,1
заложенностью,Indication,10028735,1
насморк,Indication,10039101,1
сопелек,Indication,10039101,1
сопелек,Indication,10039101,1
ухудшение,Indication,10010264,5
нарушение сна,Indication,10040984,5
кружится голова,ADR,10013573,5
давление скачет,ADR,10005746,5
зависимость,ADR,10012335,5
отечность,ADR,10030095,5
не могла спать,Indication,10062519,5
страх,Indication,10016275,5
стресса,Indication,10042209,2
повышенной возбуждености,Indication,10002855,2
воспаление,Indication,10061218,5
воспаление,Indication,10061218,5
Боли,Indication,10033371,5
тянул низ живота,Indication,10000084,5
тянуть живот,Indication,10000081,5
воспаления,Indication,10061218,5
воспаление,Indication,10061218,5
при стрессах,Indication,10042209,3
депрессивном состоянии,Indication,10012378,3
психических растройствах,Indication,10061284,3
нарушались функции движения и координации,ADR,10010947,3
клонило ко сну,ADR,10041349,3
усталость в глазах,ADR,10003552,3
привыканию,ADR,10052804,3
при стрессах,Indication,10042209,3
для профилактики,Indication,10036898,3
для профилактики,Indication,10036898,3
низ живота болел,Indication,10000081,2
профилактики,Indication,10036898,4
температуру,Indication,10005911,2
озноб,Indication,10008531,2
головную боль,Indication,10019211,2
боль в суставах мышцах,Indication,10003239,2
заложенность носа,Indication,10028735,2
боль в горле и пазух носа,Indication,10051496,2
температуру,Indication,10005911,2
не разговаривает,Indication,10074869,3
проблемы с речью,Indication,10041466,4
нервничаю,Indication,10029216,1
заложенности носа,Indication,10028735,1
заложенности носа,Indication,10028735,1
нервы стали шалить,Indication,10029216,4
усталость,Indication,10016256,4
профилактическое,Indication,10036898,1
для профилактики,Indication,10036898,1
горло было красное,Indication,10057009,1
на миндалинах белый налет,Indication,10044008,1
жар,Indication,10016334,1
боль,Indication,10033371,1
головная боль,ADR,10019211,4
аллергия,ADR,10020751,4
жжение,ADR,10006784,4
харкая,Indication,10011224,3
покрылась испариной,ADR,10020642,3
слабость,ADR,10003549,3
"температура 38,7",Indication,10037660,2
"температурный 37,4 37",Indication,10005911,2
температура,Indication,10005911,2
интоксикация жуткая,ADR,10061355,2
Тошнило,ADR,10028813,2
в глазах мутнело,ADR,10047571,2
тошнит,ADR,10028813,2
тошноту,ADR,10028813,2
головную боль,ADR,10019211,2
профилактика,Indication,10036898,5
профилактика,Indication,10036898,5
повышенный пульс,Indication,10037466,1
при профилактике,Indication,10036898,5
насморк,Indication,10039101,5
слезы градом,Indication,10023644,2
насморк,Indication,10039101,2
чихая,Indication,10041232,2
температура,Indication,10005911,2
для профилактики,Indication,10036898,5
покашливания,Indication,10011224,5
чихи,Indication,10041232,5
соплями,Indication,10039101,5
кашлять,Indication,10011224,5
откашливаться,Indication,10011224,5
покрасневшими глазами,Indication,10030041,5
треморе,Indication,10044565,4
для успокоения,Indication,10029216,4
раздражительность,Indication,10022998,4
стрессе,Indication,10042209,4
перенапряжении,Indication,10043268,4
ужасное состояние,Indication,10025482,4
красными опухшими глазами,Indication,10030041,4
снизился иммунитет,Indication,10021425,4
температура,Indication,10005911,4
температура поднялась до 41,Indication,10005911,4
температуру,Indication,10005911,4
температура,Indication,10005911,4
загнулась с болями в желудке,ADR,10000087,5
насморке,Indication,10039101,4
Насморк,Indication,10039101,4
истерик,Indication,10010893,4
раздражительный,Indication,10022998,4
психованный,Indication,10061920,4
истерики,Indication,10010893,4
Проблемы с засыпанием,Indication,10022437,1
Начала плохо спать,Indication,10062519,1
стресса,Indication,10042209,1
стрессов,Indication,10042209,1
долго не может уснуть,Indication,10022437,2
часто пробуждается ночью,Indication,10061827,2
чиханье,Indication,10041232,2
насморк,Indication,10039101,2
зуд кожи,Indication,10037087,2
герпетическим проявлениям,Indication,10019973,1
"простуды"" на губах",Indication,10067152,1
дискомфорт,Indication,10013082,1
зуд на губе,Indication,10070721,1
Температура,Indication,10005911,3
сопли,Indication,10039101,3
горло режет,Indication,10068319,3
голова раскалывается,Indication,10019211,3
бессонница,ADR,10022437,4
бессонницы,ADR,10022437,4
горло болит,Indication,10068319,3
насморк,Indication,10039101,3
боль к горле,Indication,10068319,3
кашлем,Indication,10011224,3
першение в горле,ADR,10080125,3
Боль,Indication,10033371,3
горло болит,Indication,10068319,3
неметь язык и щека,ADR,10020937,1
болело горло,Indication,10068319,1
стресса,Indication,10042209,1
проблемы с памятью,Indication,10027175,1
рассеянной,Indication,10057315,1
головные боли тянущего характера,ADR,10019211,1
головная боль,ADR,10019211,1
стресс,Indication,10042209,1
раздражительность,Indication,10022998,1
нервишки играть,Indication,10029216,1
недосып,Indication,10062519,1
плохо спать,Indication,10062519,3
не досыпала,Indication,10062519,3
раздражительна,Indication,10022998,3
тормозит умственную деятельность,ADR,10050012,3
для профилактики,Indication,10036898,4
сильная боль в горле,Indication,10068319,4
насморк со слезотечением,Indication,10039101,4
чихание,Indication,10041232,4
озноб,Indication,10008531,4
для профилактики,Indication,10036898,4
стрессу,Indication,10042209,5
усталость,Indication,10016256,5
раздражение,Indication,10022998,5
для профилактики,Indication,10036898,1
температуры,Indication,10005911,1
плохо спала,Indication,10062519,1
нервничала,Indication,10029216,1
раздрожалась,Indication,10022998,1
закололо сердце,Indication,10002383,3
Плохо засыпаете,Indication,10040984,3
капризничать,Indication,10004207,5
плохо спать,Indication,10062519,5
капризы,Indication,10004207,5
нервный срыв,Indication,10061284,5
тревожность,Indication,10033670,5
боли,Indication,10033371,5
насморком,Indication,10039101,1
ослабленный иммунитет,Indication,10021425,5
температура,Indication,10005911,5
зуд,ADR,10037087,3
жжение,ADR,10006784,3
Воспаление,Indication,10061218,3
Отечность,Indication,10042674,3
обсыпало красными пятнамт,ADR,10037867,4
жуткая диарея,ADR,10012735,4
проблемы со сном,Indication,10022437,1
с трудом проснувшись,ADR,10012373,1
состояние было отвратительное,ADR,10025482,1
сильная утомленность,ADR,10016256,1
сонливость,ADR,10041349,1
головная боль,ADR,10019211,1
не мог спать,Indication,10062519,1
привыкание,ADR,10052804,5
вспыльчивый,Indication,10002368,5
привыкание,ADR,10052804,5
привыкание,ADR,10052804,5
сильнейший зуд,ADR,10037087,4
раздражение,ADR,10022998,4
просто невозможно ходить,ADR,10017581,4
рвоты,Indication,10047700,3
температуру,Indication,10005911,5
"Температура с 38,5",Indication,10037660,5
кашлять,Indication,10011224,5
для профилактики,Indication,10036898,4
место укола через два дня распухло,ADR,10022095,4
покраснело и зудело,ADR,10037087,4
Болит голова,Indication,10019211,2
слабость,Indication,10003549,2
температура,Indication,10005911,2
профилактики,Indication,10036898,2
для профилактики,Indication,10036898,2
температуру,Indication,10005911,2
кашель,Indication,10011224,1
насморк,Indication,10039101,1
боль в горле,Indication,10068319,1
насморка,Indication,10039101,1
боли в горле,Indication,10068319,1
кашля,Indication,10011224,1
насморка,Indication,10039101,1
почесывался,Indication,10063409,1
травме головы,Indication,10019196,2
травме головы,Indication,10019196,2
насморк,Indication,10039101,5
головные боли,ADR,10019211,5
в висках так вообще пульсировало,ADR,10019211,5
раздражительности,Indication,10022998,4
страхи,Indication,10016275,4
неуверенность в себе,Indication,10061472,4
раздражительность,Indication,10022998,4
злость,Indication,10001488,4
крапивнице,ADR,10046735,4
простудилась,Indication,10028810,5
заложенность,Indication,10028735,5
отек,Indication,10028735,5
летальный исход,ADR,10011906,3
Температуры,Indication,10005911,3
обсыпало им с ног до головы,ADR,10027807,3
температура поднялась 39,ADR,10037660,3
кашлять сильно,ADR,10011224,3
бронхиальная астма,ADR,10003553,3
Иммунитет посадили,ADR,10021425,3
угроза прерывания беременности,Indication,10000242,2
кровотечение,Indication,10046788,2
кровотечений,Indication,10046788,2
еле-еле доходила до своей палаты,ADR,10003549,2
не могла оторвать голову от подушки,ADR,10003549,2
перед глазами летали звездочки,ADR,10047571,2
в ушах шумело,ADR,10043882,2
давление падало,ADR,10005734,2
потеряла сознание,ADR,10024855,2
космосу в голове,ADR,10013573,2
Проблемы с волосами и ногтями,Indication,10028694,4
Выпадение волос,Indication,10001760,4
сильно рассек колено,Indication,10060820,4
Кровотечение из раны,Indication,10051373,4
кровотечение,Indication,10046788,4
ране,Indication,10061225,4
кровотечение,Indication,10046788,4
края раны,Indication,10061225,4
рана,Indication,10061225,4
понижен гемоглобин,Indication,10018884,3
желудок начал очень громко урчать,ADR,10067715,3
пукать с запахом железа,ADR,10016766,3
животик превратился в камень,ADR,10010774,3
почихала,ADR,10041232,4
поплакала,ADR,10023644,4
почихала,ADR,10041232,4
Заложило нос,ADR,10028735,4
во сне чуть не умерла,ADR,10011906,4
кислородного голодания,ADR,10021143,4
отёки на голенях,Indication,10030124,5
немного повысилось артериальное давление,Indication,10005750,5
отёки,Indication,10030095,5
сильную мышечную слабость,ADR,10028372,5
сердцебиение,ADR,10033557,5
кружиться голова,ADR,10013573,5
Отёки,ADR,10030095,5
расстройство кишечника,Indication,10017944,3
лишний вес,Indication,10047899,5
закружилась голова,ADR,10013573,5
стал пропадать аппетит и эмоции,ADR,10061428,5
провожу все свои дни в пастели,ADR,10015650,5
Интерес к жизни пропал,ADR,10012378,5
из моей жизни попали любые эмоции,ADR,10014557,5
бросало в жар,ADR,10060800,5
кружилась голова,ADR,10013573,5
Не ела по 3-4 дня,ADR,10061428,5
плевать было на все,ADR,10021703,5
Спала по 15 часов в сутки,ADR,10041349,5
лежала и крайне редко выходила на улицу,ADR,10015650,5
состояние было чудовищное,ADR,10016322,5
чувствовала себя овощем,ADR,10016759,5
выглядела как робот,ADR,10010305,5
как будто отсутствовала все время,ADR,10010305,5
неприятных ощущений,ADR,10040026,5
поправилась после этого на 18кг,ADR,10047899,5
обострении воспалительного процесса в придатках,Indication,10049677,1
Воспаление в придатках,Indication,10049677,1
кишечник отреагировал на линкомицин небольшим расстройством,ADR,10017944,1
дисфункция кишечника,ADR,10048657,1
нарушать микрофлору кишечника,ADR,10082129,1
кашель,ADR,10011224,5
давление сначала было нестабильным,ADR,10005746,5
сухой кашель,ADR,10011224,5
успокоить его не было сил,ADR,10038743,1
постоянные боли в голове,Indication,10016322,1
с памятью плохо стало,Indication,10027175,1
боли в голове,Indication,10016322,1
небольшой синячок,ADR,10059203,2
хруста в височно-челюстном суставе,Indication,10043220,5
жуткие боли в животе,ADR,10000081,5
обострение гастрита,ADR,10017853,5
покрываться пузырьками,Indication,10046735,3
чешутся,Indication,10037087,3
лопнут и кожа не начнет облезать,Indication,10046735,3
зуд,Indication,10037087,3
отек,Indication,10028735,3
отек квинке,Indication,10002424,3
отек,Indication,10028735,3
сильная рвота,ADR,10047700,5
температуру,Indication,10005911,5
температуры,Indication,10005911,5
"температурой 38,5",Indication,10037660,5
рвота,ADR,10047700,5
температура,Indication,10005911,5
сильнейшая аллергия,ADR,10013700,5
Сыпь,ADR,10037844,5
зуд,ADR,10037087,5
ужасные покраснения,ADR,10016825,5
рвота,ADR,10047700,5
сильнейшие запоры,ADR,10010774,3
жидкий стул,Indication,10012735,3
запор,ADR,10010774,3
потом дня 2 не мог сходить в туалет,ADR,10010774,4
болел живот,ADR,10000081,4
перед правым глазом появилась плавающая точка,Indication,10047571,3
капелька крови,Indication,10015926,3
